Init Time:  0.030 Calc Time:  9.340 GFlops:   0.642
Threads:   1 Init Time:  0.028 Calc Time:  9.341 GFlops:   0.642
Threads:   2 Init Time:  0.030 Calc Time:  4.842 GFlops:   1.239
Threads:   3 Init Time:  0.030 Calc Time:  3.222 GFlops:   1.862
Threads:   4 Init Time:  0.030 Calc Time:  2.424 GFlops:   2.475
Threads:   5 Init Time:  0.030 Calc Time:  1.930 GFlops:   3.109
Threads:   6 Init Time:  0.030 Calc Time:  1.607 GFlops:   3.734
Threads:   7 Init Time:  0.029 Calc Time:  1.381 GFlops:   4.345
Threads:   8 Init Time:  0.030 Calc Time:  1.208 GFlops:   4.967
Threads:   9 Init Time:  0.030 Calc Time:  1.070 GFlops:   5.607
Threads:  10 Init Time:  0.029 Calc Time:  0.972 GFlops:   6.173
Threads:  11 Init Time:  0.030 Calc Time:  0.877 GFlops:   6.842
Threads:  12 Init Time:  0.030 Calc Time:  0.803 GFlops:   7.472
Threads:  13 Init Time:  0.030 Calc Time:  0.742 GFlops:   8.086
Threads:  14 Init Time:  0.029 Calc Time:  0.686 GFlops:   8.746
Threads:  15 Init Time:  0.030 Calc Time:  0.643 GFlops:   9.331
Threads:  16 Init Time:  0.031 Calc Time:  0.602 GFlops:   9.967
Threads:  17 Init Time:  0.030 Calc Time:  0.566 GFlops:  10.601
Threads:  18 Init Time:  0.029 Calc Time:  0.546 GFlops:  10.989
Threads:  19 Init Time:  0.029 Calc Time:  0.511 GFlops:  11.742
Threads:  20 Init Time:  0.029 Calc Time:  0.479 GFlops:  12.526
Threads:  21 Init Time:  0.030 Calc Time:  0.459 GFlops:  13.072
Threads:  22 Init Time:  0.030 Calc Time:  0.435 GFlops:  13.793
Threads:  23 Init Time:  0.030 Calc Time:  0.416 GFlops:  14.423
Threads:  24 Init Time:  0.030 Calc Time:  0.408 GFlops:  14.706
Threads:  25 Init Time:  0.030 Calc Time:  0.390 GFlops:  15.385
Threads:  26 Init Time:  0.029 Calc Time:  0.449 GFlops:  13.363
Threads:  27 Init Time:  0.030 Calc Time:  0.371 GFlops:  16.173
Threads:  28 Init Time:  0.030 Calc Time:  0.424 GFlops:  14.151
Threads:  29 Init Time:  0.031 Calc Time:  0.460 GFlops:  13.043
Threads:  30 Init Time:  0.030 Calc Time:  0.342 GFlops:  17.544
Threads:  31 Init Time:  0.030 Calc Time:  0.318 GFlops:  18.868
Threads:  32 Init Time:  0.030 Calc Time:  0.318 GFlops:  18.868
Threads:  33 Init Time:  0.030 Calc Time:  0.341 GFlops:  17.595
Threads:  34 Init Time:  0.030 Calc Time:  0.401 GFlops:  14.963
Threads:  35 Init Time:  0.031 Calc Time:  0.284 GFlops:  21.127
Threads:  36 Init Time:  0.030 Calc Time:  0.326 GFlops:  18.405
Threads:  37 Init Time:  0.031 Calc Time:  0.270 GFlops:  22.222
Threads:  38 Init Time:  0.031 Calc Time:  0.269 GFlops:  22.305
Threads:  39 Init Time:  0.030 Calc Time:  0.288 GFlops:  20.833
Threads:  40 Init Time:  0.031 Calc Time:  0.245 GFlops:  24.490
Threads:  41 Init Time:  0.030 Calc Time:  0.364 GFlops:  16.484
Threads:  42 Init Time:  0.031 Calc Time:  0.241 GFlops:  24.896
Threads:  43 Init Time:  0.032 Calc Time:  0.235 GFlops:  25.532
Threads:  44 Init Time:  0.030 Calc Time:  0.283 GFlops:  21.201
Threads:  45 Init Time:  0.032 Calc Time:  0.231 GFlops:  25.974
Threads:  46 Init Time:  0.032 Calc Time:  0.222 GFlops:  27.027
Threads:  47 Init Time:  0.030 Calc Time:  0.335 GFlops:  17.910
Threads:  48 Init Time:  0.030 Calc Time:  0.402 GFlops:  14.925
Init Time:  0.023 Calc Time:  0.115 GFlops:  52.174
